관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
11320-00042,창2마을공원,소공원,서울특별시 도봉구 덕릉로59길 63,서울특별시 도봉구 창동 582-22,37.64135474,127.0361404,310430,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00041,쌍문1구역,소공원,서울특별시 도봉구 우이천로 367,서울특별시 도봉구 쌍문동 732,37.64788419,127.0240704,118790,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00040,누원,어린이공원,서울특별시 도봉구 마들로 749,서울특별시 도봉구 도봉동 626,37.67739606,127.0471641,1515,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00039,갈대밭,어린이공원,서울특별시 도봉구 마들로 760,서울특별시 도봉구 도봉동 629-6,37.67761781,127.0493276,973,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00038,무수,어린이공원,서울특별시 도봉구 도봉로169가길 33,서울특별시 도봉구 도봉동 585,37.68154186,127.0428342,1003,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00037,새동네,어린이공원,서울특별시 도봉구 도봉로180나길,서울특별시 도봉구 도봉동 289-5,37.68889354,127.0431764,1289,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00036,서원,어린이공원,서울특별시 도봉구 도봉로169길,서울특별시 도봉구 도봉동 576-13,37.68386081,127.0432817,921,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00035,해태,어린이공원,서울특별시 도봉구 도봉로163길 42,서울특별시 도봉구 도봉동 614-37,37.67195803,127.0411999,962,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00034,무지개,어린이공원,서울특별시 도봉구 도봉로169나길,서울특별시 도봉구 도봉동 570-13,37.685648,127.045024,921,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00033,창원,어린이공원,서울특별시 도봉구 해등로32길,서울특별시 도봉구 창동 307,37.65298653,127.0403959,2329,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00032,미화,어린이공원,서울특별시 도봉구 도봉로118길,서울특별시 도봉구 창동 715-17,37.65501352,127.0396967,996,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00031,대창,어린이공원,서울특별시 도봉구 도봉로136길,서울특별시 도봉구 창동 38-4,37.64436186,127.0522613,1500,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00030,모랫,어린이공원,서울특별시 도봉구 노해로69길,서울특별시 도봉구 창동 30-1,37.64683187,127.0517828,1500,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00029,유만,어린이공원,서울특별시 도봉구 노해로69길,서울특별시 도봉구 창동 33-4,37.65038208,127.0529523,1500,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00028,효자,어린이공원,서울특별시 도봉구 마들로11길 20,서울특별시 도봉구 창동 1-10,37.65511059,127.0508313,1573,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00027,물방울,어린이공원,서울특별시 도봉구 우이천로4길,서울특별시 도봉구 창동 458-6,37.63771613,127.0413394,646,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00014,샘말,어린이공원,서울특별시 도봉구 시루봉로15마길 13,서울특별시 도봉구 방학동 612-28,37.66812722,127.0315428,1085,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00013,개나리,어린이공원,서울특별시 도봉구 시루봉로15라길,서울특별시 도봉구 방학동 638-12,37.66733162,127.0371368,960,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00012,생잇들,어린이공원,서울특별시 도봉구 도봉로146길,서울특별시 도봉구 방학동 644-28,37.66900475,127.039176,970,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00011,금성윗들,어린이공원,서울특별시 도봉구 도봉로150마길 37,서울특별시 도봉구 방학동 717-1,37.66773077,127.0449375,1289,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00010,소망,어린이공원,서울특별시 도봉구 해등로32가길 16,서울특별시 도봉구 방학동 547,37.66029179,127.0222644,973,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00009,사슴,어린이공원,서울특별시 도봉구 도봉로143길,서울특별시 도봉구 방학동 681-13,37.6644568,127.0417367,970,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00008,무궁화,어린이공원,서울특별시 도봉구 방학로15길,서울특별시 도봉구 방학동 655-31,37.6678,127.0421,1003,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00007,둥근달,어린이공원,서울특별시 도봉구 우이천로32길,서울특별시 도봉구 쌍문동 139-101,37.64970515,127.0301301,1013,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00006,샛별,어린이공원,서울특별시 도봉구 도봉로109길,서울특별시 도봉구 쌍문동 315-362,37.648073,127.029196,331,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00005,노해,어린이공원,서울특별시 도봉구 노해로 227,서울특별시 도봉구 쌍문동 85-7,37.65132976,127.0335737,1019,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00004,꽃동네,어린이공원,서울특별시 도봉구 우이천로38가길,서울특별시 도봉구 쌍문동 286-32,37.65060359,127.0229687,317,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00003,월천근린공원,근린공원,서울특별시 도봉구 노해로70길 126,서울특별시 도봉구 창동 30,37.647271,127.052318,10712,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00002,둘리(쌍문),근린공원,서울특별시 도봉구 시루봉로1길 6,서울특별시 도봉구 쌍문동 산 240-5,37.65242986,127.0276385,264718,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11320-00001,초안산,근린공원,서울특별시 도봉구 해등로3길 48-11,서울특별시 도봉구 창동 산24,37.647426,127.0413841,404631,,,,,,,,,2026-01-01,3090000,서울특별시 도봉구
11710-00136,가락1(시영아파트),어린이공원,,서울특별시 송파구 가락동 479,37.49761457,127.1025318,1617.7,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00135,향유(거마재정비),근린공원,,서울특별시 송파구 거여동 200-4 일대,37.494489,127.147614,10569,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00134,잠실주공5단지 근린공원,근린공원,,서울특별시 송파구 잠실동 27 일원,37.512706,127.095491,10741,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00132,위례 근린공원3호,근린공원,,서울특별시 송파구 거여동 산26-7임 일원,37.490844,127.139533,42448,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00131,위례 근린공원1호,근린공원,,서울특별시 송파구 거여동 491임 일원,37.483179,127.144136,200327,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00129,문이,근린공원,,서울특별시 송파구 문정동 481,37.484857,127.113722,20856.2,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00128,가락1(시영아파트),근린공원,,서울특별시 송파구 가락동 479,37.49761457,127.1025318,19159.2,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00127,풍납타이어,기타,,서울특별시 송파구 풍납동 483-4,37.535938,127.121564,291,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00126,돌무데기놀이터,기타,,서울특별시 송파구 마천동 277-52,37.492024,127.1572039,455,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00124,오금지구 수변공원,수변공원,,서울특별시 송파구 오금동 97-21 일원,37.507619,127.136866,4302,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00123,평화,소공원,,서울특별시 송파구 방이동 42-2,37.516291,127.1119805,1651.3,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00122,늘푸른,소공원,,서울특별시 송파구 마천동 578,37.49861927,127.1557171,921,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00120,훙이,어린이공원,서울특별시 송파구 송이로17길 48,서울특별시 송파구 가락본동 14,37.501139,127.1247542,1500,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00141,장미아파트1호,어린이공원,,서울특별시 송파구 신천동 7 일원,37.518333,127.099146,5470,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00140,잠실진주,어린이공원,,서울특별시 송파구 신천동 20-4 일원,37.518792,127.108557,4470,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00137,문정동136 어린이공원,어린이공원,,서울특별시 송파구 문정동 142 일대,37.487357,127.134752,4685,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11305-00040,새싹,어린이공원,,서울특별시 강북구 수유3동 134-40,37.6361119,127.0195804,651,,조합놀이대+시소,,,,,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00039,수유일공원,어린이공원,,서울특별시 강북구 수유1동 605-389,37.6307116,127.0170455,2632,,조합놀이대+그네+등,화장실,,,2005-09-15,서울특별시 강북구청,02-901-6952,2025-08-29,3080000,서울특별시 강북구
11305-00038,보등골,어린이공원,,서울특별시 강북구 인수동 605-209,37.6350571,127.0184273,869,,조합놀이대+그네+시소,,,,1999-02-19,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00037,흰구름,소공원,,서울특별시 강북구 수유2동 252-16,37.6459856,127.0204707,214,,,,,,1990-06-08,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00036,상산,어린이공원,,서울특별시 강북구 수유3동 224-4,37.6383561,127.0240152,972.9,,조합놀이대+그네+시소,,,,1965-11-08,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00035,소귀,어린이공원,,서울특별시 강북구 수유3동 25-1,37.6385644,127.0186984,961,,조합놀이대+그네+시소,,,,1965-11-08,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00034,은모루,어린이공원,,서울특별시 강북구 수유3동 172-209,37.642469,127.0267036,918,,조합놀이대+그네+시소,화장실,,,1965-11-08,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00033,희망,어린이공원,,서울특별시 강북구 수유3동 194-41,37.6407466,127.0243466,976.9,,조합놀이대+그네,,,,1965-11-08,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11305-00032,흰구름,어린이공원,,서울특별시 강북구 수유2동 252-19,37.6455986,127.0205211,1064,,조합놀이대+그네+시소,화장실,,,1965-07-08,서울특별시 강북구청,02-901-6954,2025-08-29,3080000,서울특별시 강북구
11500-00001,우장,근린공원,,서울특별시 강서구 화곡동 산60-1,37.55065104,126.8456037,359435.2,농구장+배드민턴장+축구장+테니스장+족구장,,주차장+화장실+음수대,,,1971-08-06,서울특별시 강서구청,02-2600-4185,2025-04-02,3150000,서울특별시 강서구
11740-00046,진달래공원,어린이공원,서울특별시 강동구 양재대로147길5(명일동),서울특별시 강동구 명일2동 43,37.5521507,127.1436747,2024,체력단련기구,조합놀이대+그네+시소+흔들놀이,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00045,은하수공원,어린이공원,서울특별시 강동구 양재대로145길8(명일동),서울특별시 강동구 명일2동 55,37.552017,127.1435031,2018,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00044,파랑새공원,어린이공원,,서울특별시 강동구 명일2동 258,37.547964,127.150864,2017.3,체력단련기구,조합놀이대+흔들놀이,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00043,하늬공원,어린이공원,,서울특별시 강동구 상일동 175,37.546126,127.1597286,2233.2,,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00042,까치공원,어린이공원,,서울특별시 강동구 상일동 177,37.547741,127.1621552,1965.8,농구장+체력단련기구,조합놀이대+그네,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00041,게내공원,어린이공원,서울특별시 강동구 상일로5길26(상일동),서울특별시 강동구 상일동 278,37.549262,127.171472,1500,체력단련기구,모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00040,동자공원,어린이공원,,서울특별시 강동구 상일동 132,37.552388,127.167009,1520.8,체력단련기구,,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00039,미리내공원,어린이공원,,서울특별시 강동구 상일동 122,37.554712,127.167908,4286.2,운동장+농구장,,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00038,말우물공원,어린이공원,서울특별시 강동구 상일로21길14-7(고덕동),서울특별시 강동구 고덕2동 178,37.560012,127.169476,1619.1,체력단련기구,조합놀이대+그네,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00037,무지개공원,어린이공원,,서울특별시 강동구 고덕2동 219,37.559162,127.164191,1967.5,체력단련기구,조합놀이대+그네+흔들놀이,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00036,한우물공원,어린이공원,서울특별시 강동구 아리수로72길60-16(고덕동),서울특별시 강동구 고덕2동 253,37.561635,127.162736,1500,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00035,곰돌이공원,어린이공원,,서울특별시 강동구 고덕1동 308,37.556235,127.154997,1983,체력단련기구,조합놀이대+그네+시소+흔들놀이+모래놀이터,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00034,꿈나래공원,어린이공원,서울특별시 강동구 아리수로64길29(고덕동),서울특별시 강동구 고덕1동 536,37.5608275,127.153742,1500,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00033,화랑공원,어린이공원,,서울특별시 강동구 천호2동 431-2,37.540033,127.123192,220,체력단련기구,조합놀이대,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00032,샛마을공원,근린공원,,서울특별시 강동구 명일1동 288,37.550106,127.147099,11467,농구장+게이트볼장+체력단련기구,조합놀이대+그네+흔들놀이,화장실+음수대,,관리사무소,1979-11-07,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00031,성내공원,근린공원,서울특별시 강동구 성내로3가길 71(성내동),서울특별시 강동구 성내1동 533,37.529486,127.126516,8929,배드민턴장+게이트볼장+체력단련기구,조합놀이대+그네,화장실+공중전화,,,1977-07-09,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00030,천암공원,어린이공원,,서울특별시 강동구 천호1동 231-14,37.547844,127.136878,166,체력단련기구,조합놀이대,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00029,천호큰골목공원,어린이공원,,서울특별시 강동구 천호1동 21-197,37.545101,127.138573,586,체력단련기구,,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00028,천호삼거리공원,어린이공원,,서울특별시 강동구 천호1동 21-194,37.545489,127.138494,170,체력단련기구,,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00027,천일골목공원,어린이공원,서울특별시 강동구 진황도로27다길30(천호동),서울특별시 강동구 천호1동 21-192,37.5405287,127.1314181,233,체력단련기구,,,,,1977-07-04,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11500-00028,등마루,어린이공원,,서울특별시 강서구 등촌동 641-5,37.556036,126.857412,970.9,,어린이놀이시설,,,,,서울특별시 강서구청,02-2600-4202,2025-04-02,3150000,서울특별시 강서구
11500-00027,백석,어린이공원,,서울특별시 강서구 등촌동 646-41,37.55261147,126.863328,993.6,,어린이놀이시설,화장실,,,,서울특별시 강서구청,02-2600-4202,2025-04-02,3150000,서울특별시 강서구
11500-00026,등서,어린이공원,,서울특별시 강서구 등촌동 639-2,37.559235,126.854759,879.7,,어린이놀이시설,,,,,서울특별시 강서구청,02-2600-4202,2025-04-02,3150000,서울특별시 강서구
11500-00025,아리수,어린이공원,,서울특별시 강서구 염창동 299-3,37.551693,126.875286,862.5,,어린이놀이시설,,,,,서울특별시 강서구청,02-2600-4202,2025-04-02,3150000,서울특별시 강서구
11500-00024,백합,어린이공원,,서울특별시 강서구 염창동 267-24,37.551163,126.869438,939.3,,어린이놀이시설,,,,,서울특별시 강서구청,02-2600-4202,2025-04-02,3150000,서울특별시 강서구
11500-00023,이수,어린이공원,,서울특별시 강서구 염창동 281-3,37.548299,126.874234,1805.1,,어린이놀이시설,화장실,,,,서울특별시 강서구청,02-2600-4202,2025-04-02,3150000,서울특별시 강서구
11500-00022,마곡하늬,근린공원,,서울특별시 강서구 공항동 1220,37.556699,126.812659,24597,,,화장실+음수대,,,2007-12-28,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00021,마곡나루,근린공원,,서울특별시 강서구 방화동 210-1,37.566183,126.813091,17283,,,음수대,,,2007-12-28,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00020,서울식물원,근린공원,,서울특별시 강서구 마곡동 255-1,37.569824,126.83183,503875,,어린이놀이시설,화장실+매점+주차장,,식물원(온실),2007-12-28,서울특별시 강서구청,02-2104-9716,2025-04-02,3150000,서울특별시 강서구
11500-00019,발산,근린공원,,서울특별시 강서구 내발산동 739,37.55454108,126.825837,17825.5,게이트볼장,수경시설,화장실+음수대,,,2005-02-01,서울특별시 강서구청,02-2600-4185,2025-04-02,3150000,서울특별시 강서구
11500-00018,수명산,근린공원,,서울특별시 강서구 내발산동 748,37.550967,126.829893,83807.1,배드민턴장+테니스장+다목적체육관,,화장실+음수대,,,2003-12-26,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00017,까치산,근린공원,,서울특별시 강서구 화곡동 산162-1,37.536938,126.843936,27658,,,화장실+음수대,,,1991-04-07,서울특별시 강서구청,02-2600-4185,2025-04-02,3150000,서울특별시 강서구
11500-00016,매화,근린공원,,서울특별시 강서구 등촌동 630-14,37.557535,126.852151,1980.4,,,,,,1997-06-11,서울특별시 강서구청,02-2600-4112,2025-04-02,3150000,서울특별시 강서구
11500-00015,옹기골,근린공원,,서울특별시 강서구 방화동 842,37.573562,126.821695,9723.6,농구장+족구장+다목적구장,,화장실+음수대,,,1990-12-29,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00014,방화,근린공원,,서울특별시 강서구 방화동 855,37.580907,126.8141207,72132,농구장+족구장+배드민턴장,수경시설,화장실+음수대,,,1990-12-29,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00013,서낭당,근린공원,,서울특별시 강서구 등촌동 706,37.558865,126.849984,10248.8,농구장+다목적구장,,화장실,,,1990-07-26,서울특별시 강서구청,02-2600-4112,2025-04-02,3150000,서울특별시 강서구
11500-00012,등촌,근린공원,,서울특별시 강서구 등촌동 687-4,37.563683,126.841391,10051.6,,,화장실,,,1990-07-26,서울특별시 강서구청,02-2600-4112,2025-04-02,3150000,서울특별시 강서구
11500-00011,원당,근린공원,,서울특별시 강서구 등촌동 690-5,37.559782,126.842567,10096.4,,,화장실,,,1990-07-26,서울특별시 강서구청,02-2600-4112,2025-04-02,3150000,서울특별시 강서구
11500-00010,황금내,근린공원,,서울특별시 강서구 가양동 1485-5,37.561783,126.864104,22002.9,농구장+배드민턴장+풋살장+테니스장+족구장,,화장실+음수대,,,1990-05-22,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00009,구암,근린공원,,서울특별시 강서구 가양동 1471,37.567599,126.853729,29843.8,,수경시설,화장실,,,1990-05-22,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00008,공암나루,근린공원,,서울특별시 강서구 가양동 1459-9,37.570635,126.849087,25680.4,농구장+배드민턴장+족구장,,화장실+음수대,,,1990-05-22,서울특별시 강서구청,02-2600-4186,2025-04-02,3150000,서울특별시 강서구
11500-00007,등마루,근린공원,,서울특별시 강서구 화곡동 산199,37.552521,126.855152,74299,,,,,,1977-07-09,서울특별시 강서구청,02-2600-4255,2025-04-02,3150000,서울특별시 강서구
11500-00006,개화,근린공원,,서울특별시 강서구 개화동 산17,37.588011,126.805798,386500,,,화장실+음수대,,,1977-07-09,서울특별시 강서구청,02-2600-4187,2025-04-02,3150000,서울특별시 강서구
11500-00005,봉제산,근린공원,,서울특별시 강서구 화곡동 산1,37.540731,126.858825,917190,,수경시설,화장실+음수대,,,1977-07-09,서울특별시 강서구청,02-2600-4178,2025-04-02,3150000,서울특별시 강서구
11500-00004,꿩고개,근린공원,,서울특별시 강서구 방화동 산97-1,37.578139,126.816895,180000,게이트볼장,,화장실,,,1977-07-09,서울특별시 강서구청,02-2600-4185,2025-04-02,3150000,서울특별시 강서구
11500-00003,염창,근린공원,,서울특별시 강서구 염창동 산24-1,37.557765,126.868792,112070,배드민턴장,,화장실,,,1977-07-09,서울특별시 강서구청,02-2600-4185,2025-04-02,3150000,서울특별시 강서구
11500-00002,궁산,근린공원,,서울특별시 강서구 가양동 산4-7,37.574254,126.841332,135002.7,다목적체육관,,화장실+음수대,,,1977-07-09,서울특별시 강서구청,02-2600-4185,2025-04-02,3150000,서울특별시 강서구
11710-00159,두레어린이공원,어린이공원,,서울특별시 송파구 마천동 364-5 일대,37.494278,127.156245,75,,,,,,,서울특별시 송파구청,02-2147-3381,2024-08-12,3230000,서울특별시 송파구
11710-00158,탄천,기타,,서울특별시 송파구 장지동 ~ 한강합류점,37.499063,127.088061,161970,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00157,올림픽공원,기타,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88-3 외,37.520341,127.115518,1447122.3,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00156,성내천,기타,,서울특별시 송파구 마천동 ~ 한강합류점,37.500542,127.139533,61050,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00155,백제초기적석총,역사공원,서울특별시 송파구 가락로7길 21,서울특별시 송파구 석촌동 248,37.50214179,127.102815,45137.8,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00154,방이동고분,역사공원,서울특별시 송파구 오금로 219,서울특별시 송파구 방이동 125,37.50757311,127.1181634,30293.7,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00152,신천어린이교통,근린공원,서울특별시 송파구 올림픽로35다길 33,서울특별시 송파구 신천동 7-15,37.516022,127.101762,12755.5,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00151,송례(위례 근린공원8호),근린공원,,서울특별시 송파구 장지동 393임 일원,37.477529,127.141005,10024.6,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00150,잠실주공5단지 소공원,소공원,,서울특별시 송파구 잠실동 27 일원,37.513067,127.098124,8228,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00149,문정동136 소공원,소공원,,서울특별시 송파구 문정동 123 일대,37.487951,127.133264,407.5,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00148,거여6(거마재정비),소공원,,서울특별시 송파구 마천동 586 일대,37.497464,127.154635,612,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00147,거여5(거마재정비),소공원,,서울특별시 송파구 마천동 276 일대,37.491148,127.157751,7682,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00146,거여4(거마재정비),소공원,,서울특별시 송파구 마천동 364-8 일대,37.494411,127.156222,5420,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00145,거여3(거마재정비),소공원,,서울특별시 송파구 마천동 363-2 일대,37.494838,127.155509,591,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00144,거여2(거마재정비),소공원,,서울특별시 송파구 마천동 327-7 일대,37.491039,127.156702,1501,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00142,장미아파트2호,어린이공원,,서울특별시 송파구 신천동 11 일원,37.520392,127.103546,3288,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11740-00055,상일공원,근린공원,서울특별시 강동구 상암로79가길3(상일동),서울특별시 강동구 상일동 188,37.5469247,127.167312,9704,체력단련기구,,,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00054,동명공원,근린공원,,서울특별시 강동구 고덕2동 229 외1,37.561146,127.164455,99599.9,축구장+농구장+배드민턴장+게이트볼장+체력단련기구,,주차장+화장실+음수대+시계탑,,관리사무소,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00053,방죽공원,근린공원,서울특별시 강동구 동남로82길94-58(고덕동),서울특별시 강동구 고덕2동 296,37.5591586,127.1598268,87748.6,농구장+배드민턴장+체력단련기구,,음수대,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00052,샘터공원,근린공원,,서울특별시 강동구 고덕2동 287,37.561901,127.159087,63320.9,배드민턴장+족구장+체력단련기구,조합놀이대+시소+흔들놀이+모험놀이,화장실+음수대+먹는물공동시설,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00051,동자공원,근린공원,,서울특별시 강동구 고덕1동 648,37.559711,127.152467,6416.6,체력단련기구,조합놀이대,,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
11740-00050,두레공원,근린공원,,서울특별시 강동구 고덕1동 497,37.558206,127.152203,13460.2,농구장+체력단련기구,,간이화장실+먹는물공동시설,,,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000,서울특별시 강동구
