개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
3000000,2.0043E+18,2004-04-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-399-5591,,          ,서울특별시 종로구 서린동 33호,,     ,영풍문고,2007-07-21 10:27,I,2026-05-06 22:48,대형마트,198351.8187,451921.603,
3000000,2.0043E+18,2004-06-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3676-0177,,          ,서울특별시 종로구 창신동 436번지 79  호,,     ,동대문신발도매상가,2007-07-21 10:27,I,2026-05-06 22:48,그 밖의 대규모점포,                    ,                    ,
3240000,2.01132E+18,2011-10-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2224-8971,1649.43,134-031   ,서울특별시 강동구 성내1동 451번지,서울특별시 강동구 올림픽로 528 (성내동),     ,(주)농협유통 하나로마트 성내점,2024-09-25 9:34,I,2026-05-06 22:47,구분없음,210566.8756,447402.6297,준대규모점포
3240000,2.01132E+18,2011-10-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,22905853,282.65,134-813   ,서울특별시 강동구 길동 384번지 1호,서울특별시 강동구 성안로 176 (길동),     ,롯데쇼핑㈜롯데슈퍼길동점,2026-04-24 16:34,I,2026-05-06 22:47,구분없음,211983.1816,448483.8891,준대규모점포
3240000,2.00832E+18,2008-11-07,2008-11-07,4,취소/말소/만료/정지/중지,4,직권취소,          ,          ,          ,          ,34008000,14176,134-020   ,서울특별시 강동구 천호동 42번지,,     ,삼성테드크(주)홈플러스강동점,2011-04-28 15:00,I,2026-05-06 22:47,대형마트,212501.3691,449282.3104,
3240000,2.00932E+18,2008-11-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3400-8000,14176,134-861   ,서울특별시 강동구 천호동 42번지,서울특별시 강동구 양재대로 1571 (천호동),     ,홈플러스 강동점,2024-03-06 17:08,I,2026-05-06 22:47,대형마트,212501.3691,449282.3104,대규모점포
3240000,2.01032E+18,2010-05-06,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-470-9205,3620.92,134-811   ,서울특별시 강동구 길동 339번지 1호,서울특별시 강동구 양재대로124길 32 (길동),     ,동서울오네뜨상가,2014-10-07 20:38,I,2026-05-06 22:47,그 밖의 대규모점포,212624.8914,448937.8114,대규모점포
3240000,2.01132E+18,2011-09-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,1494.61,134-830   ,서울특별시 강동구 명일1동 312번지 99호,서울특별시 강동구 양재대로 1630 (명일동),     ,(주)지에스리테일 명일점,2025-06-09 14:57,I,2026-05-06 22:47,구분없음,212676.1622,449910.8816,준대규모점포
3240000,2.01132E+18,2011-09-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,69332502,1127.88,134-716   ,서울특별시 강동구 암사3동 414번지 18호 강동롯데캐슬퍼스트아파트,서울특별시 강동구 고덕로 133 (암사동),     ,(주)지에스리테일 암사캐슬점,2025-06-06 12:10,I,2026-05-06 22:47,구분없음,212334.9585,450346.7907,준대규모점포
3240000,2.01132E+18,2011-09-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,324,134-857   ,서울특별시 강동구 암사1동 473번지 3호,서울특별시 강동구 고덕로24길 50 (암사동),     ,홈플러스(주) 익스프레스 암사점,2024-11-28 10:21,I,2026-05-06 22:47,구분없음,211868.2443,450020.3552,준대규모점포
3240000,2.01132E+18,2011-09-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,189.1,134-850   ,서울특별시 강동구 성내1동 521번지,서울특별시 강동구 풍성로 138 (성내동),     ,홈플러스(주) 익스프레스 성내점,2024-04-02 21:47,I,2026-05-06 22:47,구분없음,211185.4977,447670.8521,준대규모점포
3240000,2.01132E+18,2011-09-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,1056.33,          ,서울특별시 강동구 명일동 15 삼익그린맨션,"서울특별시 강동구 명일로 375, 삼익그린맨션 지하1층 (명일동)",5267,(주)이마트에브리데이 명일동점,2024-07-31 15:10,I,2026-05-06 22:47,구분없음,213048.6922,450124.1057,준대규모점포
3240000,2.01332E+18,1992-05-02,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,9484.37,134-825   ,서울특별시 강동구 명일동 48번지,서울특별시 강동구  고덕로62길  55 (명일동),     ,주양쇼핑,2013-12-23 15:10,I,2026-05-06 22:47,그 밖의 대규모점포,213493.9072,450038.8473,대규모점포
3070000,2.01231E+18,2012-04-25,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-925-9523,17056,136-051   ,서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),     ,유타쇼핑몰,2026-04-14 13:59,U,2026-04-15 3:03,복합쇼핑몰,201447.4187,454477.1033,대규모점포
3070000,2.01231E+18,2012-05-14,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-3675-8549,149.49,          ,서울특별시 성북구 삼선동1가 21,서울특별시 성북구 삼선교로 6 (삼선동1가),2866,홈플러스익스프레스 삼선점,2025-01-22 18:12,I,2025-12-15 16:15,그 밖의 대규모점포,200509.6605,453950.6409,준대규모점포
3070000,2.01231E+18,2012-05-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-915-5603,685.6,136-140   ,서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),     ,롯데슈퍼 장위점,2026-05-08 14:44,U,2026-05-09 3:03,구분없음,204208.6312,457844.348,준대규모점포
3070000,2.01231E+18,2012-05-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-914-5601,257,136-854   ,서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),     ,롯데슈퍼 정릉점,2026-05-08 14:41,U,2026-05-09 3:03,구분없음,201548.4956,455659.8179,준대규모점포
3070000,2.01231E+18,2012-05-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-921-8545,215,136-087   ,서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),     ,홈플러스익스프레스 보문점,2025-01-22 18:10,I,2025-12-15 16:15,그 밖의 대규모점포,201826.0023,453162.3763,준대규모점포
3070000,2.01231E+18,2012-05-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-942-8545,189,136-732   ,서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),     ,홈플러스익스프레스 길음점,2025-01-22 18:10,I,2025-12-15 16:15,그 밖의 대규모점포,201592.9913,456382.9661,준대규모점포
3070000,2.01231E+18,2012-10-16,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-926-6405,14370,136-751   ,서울특별시 성북구 돈암동 609번지 1호,서울특별시 성북구 성북로4길 52 (돈암동),     ,동소문스카이상가,2025-01-22 18:09,I,2025-12-15 16:15,복합쇼핑몰,200841.727,454721.5052,대규모점포
3070000,2.01431E+18,2008-05-29,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-944-1052,10006,136-800   ,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),     ,이마트 미아점,2024-04-29 13:49,I,2025-12-15 16:15,대형마트,202555.3009,456503.0662,대규모점포
3240000,2.01432E+18,1996-12-12,          ,1,영업/정상,5,영업개시전,          ,          ,          ,          ,02-477-1223,10180.74,134-871   ,서울특별시 강동구 천호동 410번지 100호,서울특별시 강동구 진황도로 12 (천호동),     ,천호코오롱상가,2022-01-20 14:27,I,2026-05-06 22:47,그 밖의 대규모점포,211279.0302,448548.8197,대규모점포
3050000,2.01131E+18,2011-09-26,          ,3,폐업,3,폐업처리,2014-08-28,          ,          ,          ,,410.9,130-081   ,서울특별시 동대문구 이문1동 258번지 24호,서울특별시 동대문구 이문로 144 (이문동),     ,홈플러스(주) 익스프레스 이문점,2014-08-29 9:23,I,2025-12-15 16:15,그 밖의 대규모점포,205403.7777,455220.2574,준대규모점포
3050000,2.01231E+18,2012-05-07,          ,3,폐업,3,폐업처리,2014-12-31,          ,          ,          ,02-2243-5601,475.2,130-102   ,서울특별시 동대문구 장안2동 368번지 1호 바우하우스,서울특별시 동대문구 답십리로 288 (장안동),     ,롯데쇼핑(주) 롯데슈퍼 장안2동점,2015-01-13 13:34,I,2025-12-15 16:15,구분없음,206325.3494,452184.2102,준대규모점포
3100000,2.00531E+18,2005-08-26,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-950-2500,48227.17,          ,서울특별시 노원구 상계동 713호,서울특별시 노원구 동일로 1414 (상계동),     ,롯데백화점 노원점,2026-04-14 15:30,U,2026-04-15 3:03,복합쇼핑몰,205320.2848,461419.8818,대규모점포
3100000,2.00531E+18,2005-12-02,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,9769.24,139-816   ,서울특별시 노원구 상계동 292번지 1호,서울특별시 노원구 노해로 507 (상계동),     ,와우패션클럽,2026-05-06 16:05,U,2026-05-07 3:03,복합쇼핑몰,205557.0134,461441.688,대규모점포
3240000,2.00532E+18,2005-01-12,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-485-0731,4310.62,          ,서울특별시 강동구 천호동 422번지 2호,,     ,천호신시장,2007-06-30 10:04,I,2026-05-06 22:47,그 밖의 대규모점포,211252.7355,448823.3988,
3050000,2.00031E+18,1974-07-10,          ,3,폐업,3,폐업처리,2008-01-14,          ,          ,          ,02-967-8740,0,          ,서울특별시 동대문구 회기동 346번지 18 호,,     ,휘경시장,2021-12-04 14:38,I,2025-12-15 16:15,시장,204881.3132,454280.0406,대규모점포
3050000,2.00031E+18,1962-03-12,          ,3,폐업,3,폐업처리,2006-03-02,          ,          ,          ,02-964-0076,0,          ,서울특별시 동대문구 이문동 292번지 10호,,     ,이문종합상가,2007-08-13 11:34,I,2025-12-15 16:15,그 밖의 대규모점포,205396.3637,455131.6832,
3050000,2.00031E+18,1961-10-23,          ,3,폐업,3,폐업처리,2001-02-05,          ,          ,          ,02-2242-7162,0,          ,서울특별시 동대문구 답십리동 68번지 1 호,,     ,답십리시장,2007-08-13 15:47,I,2025-12-15 16:15,그 밖의 대규모점포,205033.874,452322.3013,
3050000,2.00031E+18,1999-01-26,          ,3,폐업,3,폐업처리,2003-04-01,          ,          ,          ,02-960-2222,0,          ,서울특별시 동대문구 제기동 892번지 71 호,,     ,미도파마트,2007-08-13 15:49,I,2025-12-15 16:15,대형마트,203075.0985,452918.8365,
3050000,2.00231E+18,2002-10-22,          ,3,폐업,3,폐업처리,2007-01-02,          ,          ,          ,02-2216-6500,0,          ,서울특별시 동대문구 장안동 371번지 0001호,,     ,쉐르빌쇼핑타운,2007-08-13 15:55,I,2025-12-15 16:15,그 밖의 대규모점포,206101.9138,452155.6911,
3050000,2.00231E+18,2002-11-12,          ,3,폐업,3,폐업처리,2003-04-01,          ,          ,          ,02-960-2222,0,          ,서울특별시 동대문구 제기동 892번지 71호,,     ,(주)미도파마트,2007-08-13 15:52,I,2025-12-15 16:15,대형마트,203075.0985,452918.8365,
3050000,2.00431E+18,2004-09-08,          ,3,폐업,3,폐업처리,2008-01-14,          ,          ,          ,02-437-1608,0,          ,서울특별시 동대문구 회기동 346번지 17호,,     ,휘경시장,2008-01-15 18:07,I,2025-12-15 16:15,그 밖의 대규모점포,204890.735,454315.0261,
3050000,2.00431E+18,2004-11-22,          ,3,폐업,3,폐업처리,2005-03-02,          ,          ,          ,02-967-0094,0,          ,서울특별시 동대문구 이문동 292번지 10호,,     ,주-이문종합상가,2007-08-10 17:04,I,2025-12-15 16:15,그 밖의 대규모점포,205396.3637,455131.6832,
3050000,2.00431E+18,2004-11-22,          ,3,폐업,3,폐업처리,2005-03-02,          ,          ,          ,02-967-0094,0,          ,서울특별시 동대문구 이문동 292번지 10호,,     ,주-이문종합상가,2007-08-13 11:31,I,2025-12-15 16:15,그 밖의 대규모점포,205396.3637,455131.6832,
3050000,2.00731E+18,2007-02-05,          ,3,폐업,3,폐업처리,2021-11-01,          ,          ,          ,02-967-9009,0,          ,서울특별시 동대문구 용두동 39번지 1호,"서울특별시 동대문구 왕산로34길 26 (용두동, 청량리동부청과시장)",2561,동부청과(주),2021-11-19 12:48,I,2025-12-15 16:15,그 밖의 대규모점포,203728.022,452778.9652,대규모점포
3050000,2.01231E+18,2012-05-21,          ,3,폐업,3,폐업처리,2025-05-24,          ,          ,          ,02-967-5601,130.8,130-080   ,서울특별시 동대문구 이문동 324번지 10호,서울특별시 동대문구 이문로 88 (이문동),     ,롯데쇼핑(주) 롯데마켓 999 이문점,2025-05-23 9:06,I,2025-12-15 16:15,복합쇼핑몰,205170.9358,454707.5241,준대규모점포
3050000,2.01131E+18,2011-09-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2242-5611,769.5,130-835   ,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),     ,롯데쇼핑(주) 롯데슈퍼 장안점,2026-04-20 14:03,U,2026-04-21 3:03,복합쇼핑몰,206176.1786,453248.0972,준대규모점포
3050000,2.01131E+18,2011-09-26,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2246-7292,967.51,130-031   ,서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,서울특별시 동대문구 고미술로 49 (답십리동),     ,이마트에브리데이 답십리점,2024-07-23 15:23,I,2025-12-15 16:15,구분없음,204638.4864,451699.7658,준대규모점포
3050000,2.01131E+18,2011-12-28,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-6908-2123,1478.96,130-100   ,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),     ,노브랜드 동대문 장안점,2024-04-30 16:41,I,2025-12-15 16:15,대형마트,205423.9695,451556.2106,준대규모점포
3050000,2.01331E+18,2013-11-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-957-2116,3824.55,130-050   ,서울특별시 동대문구 회기동 346번지 18호,서울특별시 동대문구  이문로  37 (회기동),     ,베라체캠퍼스 에비뉴,2022-04-06 11:28,I,2025-12-15 16:15,그 밖의 대규모점포,204881.3132,454280.0406,대규모점포
3050000,2.01431E+18,2008-08-06,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,22382600,2448,130-813   ,서울특별시 동대문구 신설동 109번지 5호,서울특별시 동대문구 천호대로4길 21 (신설동),     ,서울풍물시장,2024-01-19 17:46,I,2025-12-15 16:15,그 밖의 대규모점포,202186.4681,452282.6074,대규모점포
3050000,2.01431E+18,2009-03-20,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,8286.24,130-826   ,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),     ,이문동웰츠타워,2014-09-26 13:26,I,2025-12-15 16:15,그 밖의 대규모점포,205396.3637,455131.6832,대규모점포
3100000,2.00531E+18,2005-03-29,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-2092-1234,16179.91,          ,서울특별시 노원구 월계동 333번지 1호,,     ,신세계 이마트 월계덤,2010-04-12 17:17,I,2025-12-15 16:15,그 밖의 대규모점포,205391.0704,458333.9892,
3100000,2.00531E+18,2005-03-29,          ,2,휴업,2,휴업처리,          ,2010-04-13,2015-04-30,          ,02-2092-1234,16179.91,          ,서울특별시 노원구 월계동 333번지 1호,,     ,신세계 이마트 월계점,2010-04-13 10:49,I,2025-12-15 16:15,대형마트,205391.0704,458333.9892,
3050000,2.01331E+18,2013-08-14,          ,3,폐업,3,폐업처리,2014-12-31,          ,          ,          ,,0,130-101   ,서울특별시 동대문구 장안동 368번지 1호 바우하우스,서울특별시 동대문구  답십리로  288 (장안동),     ,롯데쇼핑(주) 롯데슈퍼 장안 2동점,2015-01-13 13:38,I,2025-12-15 16:15,구분없음,206325.3494,452184.2102,준대규모점포
3100000,2.01131E+18,2011-06-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-971-5601,397.7,          ,서울특별시 노원구 공릉동 238번지 53호,"서울특별시 노원구 공릉로 144 (공릉동, 공릉빌딩)",1819,롯데쇼핑(주) 롯데슈퍼공릉점,2026-05-06 16:07,U,2026-05-07 3:03,구분없음,206952.4441,457814.5296,준대규모점포
3100000,2.01131E+18,2011-12-29,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,565.54,139-840   ,서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동),     ,(주)지에스리테일 GS슈퍼 노원월계점,2025-04-23 8:59,I,2025-12-15 16:15,구분없음,205984.1521,457275.7993,준대규모점포
3100000,2.00731E+18,2007-08-06,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,10209,          ,서울특별시 노원구 하계동 284번지 2호,"서울특별시 노원구 한글비석로 57 (하계동, 세이브존)",1784,세이브존,2024-05-21 14:32,I,2025-12-15 16:15,그 밖의 대규모점포,206044.7764,459360.8777,대규모점포
3100000,2.00931E+18,2009-09-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-948-2100,12287,139-726   ,서울특별시 노원구 중계2.3동 509번지 2001아울렛,서울특별시 노원구 동일로204가길 46 (중계동),     ,이천일아울렛 중계점,2026-05-06 16:08,U,2026-05-07 3:03,복합쇼핑몰,205931.0533,459884.1972,대규모점포
3100000,2.01031E+18,2010-07-09,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-936-9006,4572.81,139-816   ,서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동),     ,노원아이파크 상가,2014-10-28 14:37,I,2025-12-15 16:15,그 밖의 대규모점포,206033.0233,461935.3392,대규모점포
3100000,2.01131E+18,2011-06-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,20910011,1505.36,139-826   ,서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동),     ,(주)지에스리테일 GS수퍼상계점,2025-05-21 9:44,I,2025-12-15 16:15,구분없음,205715.5389,462416.2116,준대규모점포
3060000,2.01031E+18,2000-05-03,          ,3,폐업,3,폐업처리,2024-05-14,          ,          ,          ,02-490-1052,9961.6,131-230   ,서울특별시 중랑구 망우동 506번지 1호,서울특별시 중랑구 상봉로 118 (망우동),     ,주식회사 이마트 상봉점,2024-05-14 10:35,I,2025-12-15 16:15,대형마트,208183.5589,454911.2485,대규모점포
3060000,2.01131E+18,2011-10-07,          ,3,폐업,3,폐업처리,2021-03-31,          ,          ,          ,02-434-5602,427.5,131-222   ,서울특별시 중랑구 상봉2동 129번지 9호,서울특별시 중랑구 망우로32길 23 (상봉동),     ,롯데쇼핑(주)롯데슈퍼 상봉점,2021-06-08 20:27,I,2025-12-15 16:15,그 밖의 대규모점포,206740.9598,454517.5753,준대규모점포
3060000,2.01231E+18,1995-08-23,          ,3,폐업,3,폐업처리,2012-11-08,          ,          ,          ,02-439-0011,11554.5,          ,,서울특별시 중랑구 면목로 470 (상봉동),     ,한남프라자,2013-06-19 10:20,I,2025-12-15 16:15,시장,207590.0311,454599.6328,대규모점포
3070000,2.00031E+18,1999-12-07,          ,3,폐업,3,폐업처리,2008-01-07,          ,          ,          ,,1845,          ,서울특별시 성북구 삼선동5가 55번지 1  호,,     ,돈암시장,2008-10-07 11:00,I,2025-12-15 16:15,시장,                    ,                    ,
3070000,2.00031E+18,1969-02-19,          ,3,폐업,3,폐업처리,2008-02-22,          ,          ,          ,02-913-2982,2597,          ,서울특별시 성북구 하월곡동 16번지 1 호,,     ,월곡시장,2008-10-07 11:05,I,2025-12-15 16:15,시장,                    ,                    ,
3070000,2.00031E+18,1970-02-27,          ,3,폐업,3,폐업처리,2007-03-30,          ,          ,          ,02-914-4851,1426.32,          ,서울특별시 성북구 정릉동 405번지 1  호,,     ,정릉시장,2008-10-07 10:55,I,2025-12-15 16:15,시장,200741.8145,456247.2537,
3160000,1.99332E+18,1993-01-07,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-617-7914,,          ,서울특별시 구로구 고척동 83번지 6호,서울특별시 구로구 중앙로3길 49 (고척동),     ,동국종합상가,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,187718.8012,444056.9968,
3050000,2.02331E+18,2023-03-14,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2006-2364,307.23,          ,서울특별시 동대문구 장안동 310-8 희헌빌딩,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",2523,GS THE FRESH 동대문장안점,2025-04-14 18:21,I,2025-12-15 16:15,구분없음,206341.5388,452530.0188,준대규모점포
3010000,2.0143E+18,2000-07-07,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2256-3500,6954.85,          ,,서울특별시 중구 다산로 32 (신당동),     ,남산타운5상가,2015-01-30 14:59,I,2026-03-26 22:48,그 밖의 대규모점포,200750.4551,449638.8243,대규모점포
3070000,2.00031E+18,1972-07-04,          ,3,폐업,3,폐업처리,2018-07-12,          ,          ,          ,02-915-8881,0,          ,서울특별시 성북구 장위동 238번지 496 호,,     ,장위시장,2018-08-30 13:50,I,2025-12-15 16:15,그 밖의 대규모점포,204411.7791,456753.4888,
3070000,2.00331E+18,2003-12-24,          ,3,폐업,3,폐업처리,2008-07-29,          ,          ,          ,02-943-4044,2986,          ,서울특별시 성북구 장위동 68번지 1014호,,     ,코코마트,2008-10-07 10:26,I,2025-12-15 16:15,시장,204367.3478,456732.945,
3070000,2.00831E+18,2008-06-20,          ,3,폐업,3,폐업처리,2025-08-08,          ,          ,          ,,3583,136-143   ,서울특별시 성북구 장위동 60번지 1호,,     ,삼익아파트상가,2025-08-11 14:53,I,2025-12-15 16:15,그 밖의 대규모점포,205020.6087,456783.7666,준대규모점포
3070000,2.01131E+18,2011-09-21,          ,3,폐업,3,폐업처리,2022-02-23,          ,          ,          ,22905853,739,          ,서울특별시 성북구 동소문동5가 75 메디컬센터빌딩,"서울특별시 성북구 동소문로 98, 메디컬센터빌딩 (동소문동5가)",2846,롯데쇼핑(주)롯데슈퍼동소문점,2025-08-14 14:51,I,2025-12-15 16:15,그 밖의 대규모점포,201358.894,454439.0851,준대규모점포
3160000,1.96832E+18,1968-10-23,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2611-3888,,          ,서울특별시 구로구 오류동 38번지 7   호,,     ,오류시장,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,                    ,                    ,
3160000,1.97232E+18,1972-01-21,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-855-1036,,          ,서울특별시 구로구 구로동 169번지 2   호,,     ,배영설비(주),2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,                    ,                    ,
3160000,1.97632E+18,1976-12-28,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2617-2661,,          ,서울특별시 구로구 개봉동 361번지 1   호,,     ,개봉제일시장,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,                    ,                    ,
3160000,1.98632E+18,1986-12-10,          ,2,휴업,2,휴업처리,          ,2017-07-04,          ,          ,02-686-9982,13,          ,서울특별시 구로구 오류동 47번지 1   호,,     ,삼익쇼핑센터,2017-07-04 13:08,I,2026-05-01 22:42,쇼핑센터,186015.7384,443657.6143,대규모점포
3160000,1.98632E+18,1986-11-01,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2681-1133,10705,          ,서울특별시 구로구 고척동 103번지 4호,"서울특별시 구로구 중앙로3길 50 (고척동, 고척산업용품종합상가)",8225,고척산업용품상가,2019-04-02 20:36,I,2026-05-01 22:42,그 밖의 대규모점포,187619.597,444186.9231,대규모점포
3160000,1.98932E+18,1989-03-20,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-861-3891,,          ,서울특별시 구로구 구로동 685번지 140호,서울특별시 구로구 구일로10길 93 (구로동),     ,사모아종합상가,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,189052.1018,443748.2793,
3160000,1.99332E+18,1993-08-30,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-818-1000,24362,          ,서울특별시 구로구 구로동 573호,서울특별시 구로구 구로중앙로 152 (구로동),     ,애경백화점,2007-07-07 9:54,I,2026-05-01 22:42,백화점,189570.3609,444336.0513,
3160000,1.99432E+18,1994-03-30,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-634-6460,,          ,서울특별시 구로구 구로동 614번지 33  호,,     ,라이프공구종합상가,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,                    ,                    ,
3160000,1.99332E+18,1993-05-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2619-8068,,          ,서울특별시 구로구 고척동 269번지 1   호,,     ,개봉프라자,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,                    ,                    ,
3160000,1.99632E+18,1996-06-27,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2633-0081,,          ,서울특별시 구로구 구로동 604번지 1   호,,     ,서울구로기계공구상가,2007-07-07 9:54,I,2026-05-01 22:42,그 밖의 대규모점포,                    ,                    ,
3120000,2.02431E+18,2024-01-31,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,02-2006-2364,275.04,          ,서울특별시 서대문구 대현동 144 신촌럭키아파트 상가동 101호,"서울특별시 서대문구 이화여대길 50-12, 상가동 1층 101호 (대현동, 신촌럭키아파트)",3764,GS THE FRESH 신촌이대역점,2024-04-26 14:11,I,2026-05-06 22:37,그 밖의 대규모점포,195332.1234,450806.0584,준대규모점포
3120000,2.02431E+18,2024-01-31,          ,1,영업/정상,1,정상영업,          ,          ,          ,          ,,275.04,          ,서울특별시 서대문구 대현동 144 신촌럭키아파트 상가동 101호,"서울특별시 서대문구 이화여대길 50-12, 상가동 1층 101호 (대현동, 신촌럭키아파트)",3764,GS THE FRESH 신촌이대역점,2025-04-25 13:20,I,2026-05-06 22:37,그 밖의 대규모점포,195332.1234,450806.0584,준대규모점포
3150000,1.99532E+18,1995-05-01,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,02-2600-2002,0,          ,서울특별시 강서구 화곡동 1095호,,     ,그랜드패션아울렛,2007-07-14 13:55,I,2025-12-15 16:15,그 밖의 대규모점포,186786.6225,450297.7027,
3240000,2.00532E+18,2005-03-31,          ,2,휴업,2,휴업처리,          ,          ,          ,          ,,8659,          ,서울특별시 강동구 명일동 52번지 5호,,     ,신세계이마트천호점,2007-06-30 10:04,I,2026-05-06 22:47,그 밖의 대규모점포,                    ,                    ,
3070000,2.00031E+18,1961-12-24,          ,3,폐업,3,폐업처리,2008-10-06,          ,          ,          ,02-941-3506,3701.61,          ,서울특별시 성북구 종암동 3번지 75  호,,     ,종암시장,2008-10-07 10:21,I,2025-12-15 16:15,시장,                    ,                    ,
3080000,2.01131E+18,2011-09-16,          ,3,폐업,3,폐업처리,2022-01-15,          ,          ,          ,22905853,1662.2,142-071   ,서울특별시 강북구 수유1동 54번지 5호,서울특별시 강북구 도봉로67길 18 (수유동),     ,롯데쇼핑(주)롯데슈퍼수유점,2022-01-19 11:02,I,2026-04-30 22:35,대형마트,201956.181,458714.3658,준대규모점포
